"(x, y)",Year,Month,Town,Block,Floor_Area,Flat_Model,Lease_Commence_Date,Price_Per_Square_Meter
"(7, 113)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 114)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 115)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 116)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 117)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 118)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 119)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 120)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 121)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 122)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 123)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(7, 124)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(7, 125)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(7, 126)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(7, 127)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(7, 128)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(7, 129)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(7, 130)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(7, 131)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(7, 132)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(7, 133)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(7, 134)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(7, 135)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(7, 136)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(7, 137)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(7, 138)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(7, 139)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(7, 140)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(7, 141)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(7, 142)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(7, 143)",2022,03,CHOA CHU KANG,525,144,Apartment,1995,4271
"(7, 144)",2022,03,CHOA CHU KANG,525,144,Apartment,1995,4271
"(7, 145)",2022,02,PASIR RIS,237,159,Apartment,1993,4308
"(7, 146)",2022,02,PASIR RIS,237,159,Apartment,1993,4308
"(7, 147)",2022,02,PASIR RIS,237,159,Apartment,1993,4308
"(7, 148)",2022,02,PASIR RIS,237,159,Apartment,1993,4308
"(7, 149)",2022,02,PASIR RIS,237,159,Apartment,1993,4308
"(7, 150)",2022,02,PASIR RIS,237,159,Apartment,1993,4308
"(8, 80)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(8, 81)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(8, 82)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(8, 83)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(8, 84)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(8, 85)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(8, 86)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(8, 87)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(8, 88)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(8, 89)",2022,02,CHOA CHU KANG,26,89,New Generation,1979,3539
"(8, 90)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 91)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 92)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 93)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 94)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 95)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 96)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 97)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 98)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 99)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 100)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 101)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 102)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 103)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 104)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 105)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 106)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 107)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 108)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 109)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 110)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 111)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 112)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 113)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 114)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 115)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 116)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 117)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 118)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 119)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 120)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 121)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 122)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 123)",2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
"(8, 124)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(8, 125)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(8, 126)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(8, 127)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(8, 128)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(8, 129)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(8, 130)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(8, 131)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(8, 132)",2022,02,CHOA CHU KANG,509,132,Model A,1995,4000
"(8, 133)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(8, 134)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(8, 135)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(8, 136)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(8, 137)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(8, 138)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(8, 139)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(8, 140)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(8, 141)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(8, 142)",2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
"(8, 143)",2022,03,CHOA CHU KANG,525,144,Apartment,1995,4271
"(8, 144)",2022,03,CHOA CHU KANG,525,144,Apartment,1995,4271
"(8, 145)",2022,02,PASIR RIS,237,159,Apartment,1993,4308
"(8, 146)",2022,02,PASIR RIS,237,159,Apartment,1993,4308
"(8, 147)",2022,02,PASIR RIS,237,159,Apartment,1993,4308
"(8, 148)",2022,02,PASIR RIS,237,159,Apartment,1993,4308
"(8, 149)",2022,02,PASIR RIS,237,159,Apartment,1993,4308
"(8, 150)",2022,02,PASIR RIS,237,159,Apartment,1993,4308
